
cat hubspot_deals_properties.csv
name,label,type,fieldType,groupName
hs_date_exited_4671871,Date exited 'No Response- Not likely (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_exited_4671872,Date exited 'DND (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_exited_4731879,Date exited 'Ready for Video testimonial (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_exited_4731880,Date exited 'Ready to be Customer Speaker (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_exited_4731881,Date exited 'Iterations on Customer Speaker (HexCon Registration- Customer)',datetime,calculation_read_time,deal_activity
hs_date_exited_4732197,Date exited 'Ready for Video testimonial (HexCon Registration- Reseller)',datetime,calculation_read_time,deal_activity
hs_date_exited_5244958,Date exited 'Deal Created (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5244959,Date exited 'Connected with cx (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5244960,Date exited 'Contacted- Will attend (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5244961,Date exited 'Agreed to be speaker (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5244962,Date exited 'Agreed to be keynote speaker (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5244963,Date exited 'Agreed for case study (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5244964,Date exited 'Not interested (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5245301,Date exited 'Busy- Call again (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5245302,Date exited 'Experiencing issues- redirect (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5245303,Date exited 'DND (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5245317,Date exited 'Contacted - No response (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5245318,Date exited 'Ready for Video testimonial (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_5271b0dc_f137_481d_8654_ed4fa1389d4d_2058009924,Date exited 'PostPoned the Project (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_52ca96a2_ae85_42fd_bb82_fe4476728427_214531292,Date exited 'Send the First Response (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_exited_537f57f2_d8f1_436d_af5e_4f4cba977409_573631026,Date exited 'Need More Features-Still Testing solution (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882362,Date exited 'Demo Scheduled-not signed up yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882363,Date exited 'Demo scheduled-Trial Active (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882364,Date exited 'Quote Sent (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882365,Date exited 'Decision Maker Bought-in (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882366,Date exited 'Inbound -lead- Didn't test or signed up yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882367,Date exited 'Need More Features-Decision Not Made Yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882369,Date exited 'Old Deals Need to Follow Up (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882370,Date exited 'Do not Qualify-Others (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882371,Date exited 'Deal won- Require follow up (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882372,Date exited 'Close Won - But Upsell Required (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882373,Date exited 'BD lead-Initial convo (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882374,Date exited 'BD lead-Validated lead (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882375,Date exited 'BD lead-Finalized (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882376,Date exited 'BD leads-closed won (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882377,Date exited 'BD lead-lost (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882378,Date exited 'BD lead-invalid lead (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882379,Date exited 'BD lead-Postponed project (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_55882380,Date exited 'BD-no response -Lost (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_5626526,Date exited 'Potential Invitee/Super happy (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_5626528,Date exited 'Major implementation tweaks required (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_5626529,Date exited 'Minor implementation tweaks required (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_5656244,Date exited 'Inbound -lead- Didn't test or Sign up yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_5713987,Date exited 'Churn (Hexcon Customer follow up Outbound)',datetime,calculation_read_time,deal_activity
hs_date_exited_57961,Date exited 'Extended Trial after Expiry (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_5e8a7e69_28e6_47ab_8ebe_4f7a830aca1a_549718623,Date exited 'Waiting For Signed Agreement (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_exited_62683769,Date exited 'Contract sent (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_62791038,Date exited 'Not Contacted yet (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62791039,Date exited 'Contacted- No response (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62791040,Date exited 'Contacted- Call scheduled (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62791041,Date exited 'Lead inerested (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62791042,Date exited 'Interested- Not now (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62791043,Date exited 'Connected with Support/ Pre-sales (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62791044,Date exited 'Moving to Sale Pipeline (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62795077,Date exited 'Not interested (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62795078,Date exited 'DND (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_62795079,Date exited 'Invalid lead (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_63258951,Date exited 'Contact created- Not contacted (MWC 2023- On site)',datetime,calculation_read_time,deal_activity
hs_date_exited_6424780,Date exited 'Not response yet (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_6424781,Date exited 'Possible cancellation (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_67980906,Date exited 'Not contacted yet (AR - Renewal follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_67980907,Date exited 'Contacted- No reponse (AR - Renewal follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_67980908,Date exited 'Contacted- Call scheduled  (AR - Renewal follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_67980909,Date exited 'Pricing negotiation  (AR - Renewal follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_67980910,Date exited 'Decision Pending (AR - Renewal follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_67980911,Date exited 'Closed won (AR - Renewal follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_67980912,Date exited 'Closed lost- Churn (AR - Renewal follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_6a3f8b8c_b75a_469b_a286_279fb9936eac_524566888,Date exited 'Not Interested (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_exited_71651468,Date exited 'Trial Canceled By Lead (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_72c988f2_5c8f_48c7_8110_929c15de2a4d_297254484,Date exited 'DND-EMAILS ONLY (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_76912706,Date exited 'Inactive Deal  (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_exited_76b7442b_8e9f_433b_93fa_0229a25380b6_1523360246,Date exited 'No Response After Testing (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_7e7d7e0c_cd00_4661_9e11_1194bb38ca4c_389721983,Date exited 'Active Testing  - Not Validated (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_7fca6049_024c_4c2d_aa4f_173a6fae8f33_1477956529,Date exited 'Marked For Purging-No response from cx yet (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_82949006,Date exited 'Inactive Deals (< 2022) (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_85338378,Date exited 'Require on-site training/ implementation (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_85338379,Date exited 'Require online training/ implementation (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_85338380,Date exited 'Testimonial ready- Video case study (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_85341840,Date exited 'Contacted customer- No update (Annual Renewals)',datetime,calculation_read_time,deal_activity
hs_date_exited_85621016,Date exited 'Not contacted yet (Gitex 2023- Customer follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_85621017,Date exited 'Contacted- no response (Gitex 2023- Customer follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_85621018,Date exited 'Contacted- interested to visit (Gitex 2023- Customer follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_85621019,Date exited 'Interested in case study (Gitex 2023- Customer follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_85621020,Date exited 'Interested in case study and stall visit (Gitex 2023- Customer follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_85621021,Date exited 'Not interested (Gitex 2023- Customer follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_85621022,Date exited 'Invalid (Gitex 2023- Customer follow up)',datetime,calculation_read_time,deal_activity
hs_date_exited_86991227,Date exited '14-day Trial Stage  (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_86991228,Date exited 'Pricing discussion (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_87002181,Date exited 'Appointment scheduled (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_87002182,Date exited 'Business Sign Off (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_87002183,Date exited 'Product Demo scheduled (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_87002185,Date exited 'Proposal Sent (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_87002186,Date exited 'Closed won (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_87002187,Date exited 'Closed lost (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_87005043,Date exited 'Prospecting (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_exited_87005044,Date exited 'Lead qualification (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_exited_87005045,Date exited 'Demo or meeting (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_exited_87005046,Date exited 'Proposal (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_exited_87005047,Date exited 'Negotiation or Commitment (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_exited_88ba1e0c_5b29_41a5_8daa_400261dd1e3b_2011698788,Date exited 'Send the Agreement (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_exited_91473513,Date exited 'Ready for Testimonial (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_936535185,Date exited 'Duplicate Deals (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_936535186,Date exited 'Reseller Customers  (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_936535187,Date exited 'Churn - Closed Won - Resellers (Customer Success)',datetime,calculation_read_time,deal_activity
hs_date_exited_95157855,Date exited 'Discovery Stage (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_95157856,Date exited 'Technical Sign Off (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_98046801,Date exited 'Appointment scheduled (Outbound Channel Sales- India)',datetime,calculation_read_time,deal_activity
hs_date_exited_98046802,Date exited 'Qualified to buy (Outbound Channel Sales- India)',datetime,calculation_read_time,deal_activity
hs_date_exited_98046803,Date exited 'Presentation scheduled (Outbound Channel Sales- India)',datetime,calculation_read_time,deal_activity
hs_date_exited_98046804,Date exited 'Decision Maker Bought-In (Outbound Channel Sales- India)',datetime,calculation_read_time,deal_activity
hs_date_exited_98046805,Date exited 'Contract sent (Outbound Channel Sales- India)',datetime,calculation_read_time,deal_activity
hs_date_exited_98046806,Date exited 'Closed won (Outbound Channel Sales- India)',datetime,calculation_read_time,deal_activity
hs_date_exited_98046807,Date exited 'Closed lost (Outbound Channel Sales- India)',datetime,calculation_read_time,deal_activity
hs_date_exited_98177280,Date exited 'Inactive Deals (< 2022) (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_exited_99666579,Date exited 'Signed the Agreement (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_exited_99666589,Date exited 'Postponed project (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_exited_99666590,Date exited 'No Response (Outbound Channel Partnership (UK))',datetime,calculation_read_time,deal_activity
hs_date_exited_99988609,Date exited 'Lead Qualification (US outbound sales)',datetime,calculation_read_time,deal_activity
hs_date_exited_9de0837a_64be_41ae_8e28_3e3740f7640b_85744570,Date exited 'Trial Through Reseller (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_a67a943f_dd28_45cb_808a_279a7a10862a_1257452164,Date exited 'Received the Signed Agreement (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_exited_b42cf6b4_2378_4c89_9c78_91f96b87cc5e_214497095,Date exited 'Closed Won - Payment Pending (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_c9c2fe41_8021_4d97_8452_dbca9267892a_1539625196,Date exited 'Prospecting / Not Now (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_d088220c_da19_4727_92de_0d0221f01b77_1373113023,Date exited 'Churn (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_e04fdae3_10ca_4746_9f91_798166aa8539_1443280175,Date exited 'Validated Lead - in Call/Email/Chat (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_date_exited_fcef8b6e_fd63_4e3f_b8f4_7cce7f2546a8_1741582848,Date exited 'Signed the Agreement (Reseller PipeLine)',datetime,calculation_read_time,deal_activity
hs_date_exited_ff0c0049_40f4_42f0_b77e_6030f2d10d2d_601756186,Date exited 'Do not Qualify (Inbound Sales Pipeline)',datetime,calculation_read_time,deal_activity
hs_days_to_close_raw,Days to close (without rounding),number,calculation_equation,dealinformation
hs_deal_amount_calculation_preference,Deal amount calculation preference,enumeration,radio,dealinformation
hs_deal_score,Deal Score,number,number,dealinformation
hs_deal_stage_probability,Deal probability,number,number,dealinformation
hs_deal_stage_probability_shadow,Deal stage probability shadow,number,calculation_equation,dealinformation
hs_exchange_rate,Exchange rate,number,number,dealinformation
hs_forecast_amount,Forecast amount,number,number,dealinformation
hs_forecast_probability,Forecast probability,number,number,dealinformation
hs_has_empty_conditional_stage_properties,Has Empty Conditional Stage Properties,bool,booleancheckbox,dealinformation
hs_is_closed,Is Deal Closed?,bool,calculation_equation,dealinformation
hs_is_closed_count,Is Closed (numeric),number,calculation_equation,dealinformation
hs_is_closed_lost,Is closed lost,bool,calculation_equation,deal_activity
hs_is_closed_won,Is Closed Won,bool,calculation_equation,deal_activity
hs_is_deal_split,Deal Split Added,bool,calculation_equation,dealinformation
hs_is_in_first_deal_stage,Is In First Deal Stage,bool,booleancheckbox,dealinformation
hs_is_open_count,Is Open (numeric),number,calculation_equation,dealinformation
hs_is_stalled,Is Stalled,bool,calculation_equation,dealscripted
hs_is_stalled_after_timestamp,Is Stalled After Timestamp,datetime,date,dealscripted
hs_lastmodifieddate,Last Modified Date,datetime,date,deal_activity
hs_latest_approval_status,Latest Approval Status,string,text,deal_activity
hs_latest_approval_status_approval_id,Latest Approval Status Approval ID,number,number,deal_activity
hs_latest_marketing_email_click_date,Latest marketing email click date,datetime,calculation_rollup,predictive_deal_score_feature_properties
hs_latest_marketing_email_open_date,Latest marketing email open date,datetime,calculation_rollup,predictive_deal_score_feature_properties
hs_latest_marketing_email_reply_date,Latest marketing email reply date,datetime,calculation_rollup,predictive_deal_score_feature_properties
hs_latest_meeting_activity,Latest meeting activity,datetime,date,dealinformation
hs_latest_sales_email_click_date,Latest sales email click date,datetime,calculation_rollup,predictive_deal_score_feature_properties
hs_latest_sales_email_open_date,Latest sales email open date,datetime,calculation_rollup,predictive_deal_score_feature_properties
hs_latest_sales_email_reply_date,Latest sales email reply date,datetime,calculation_rollup,predictive_deal_score_feature_properties
hs_likelihood_to_close,Likelihood to close by the close date,number,number,dealinformation
hs_line_item_global_term_hs_discount_percentage,Global Term Line Item Discount Percentage,string,text,dealinformation
hs_line_item_global_term_hs_discount_percentage_enabled,Global Term Line Item Discount Percentage Enabled,bool,booleancheckbox,dealinformation
hs_line_item_global_term_hs_recurring_billing_period,Global Term Line Item Recurring Billing Period,string,text,dealinformation
hs_line_item_global_term_hs_recurring_billing_period_enabled,Global Term Line Item Recurring Billing Period Enabled,bool,booleancheckbox,dealinformation
hs_line_item_global_term_hs_recurring_billing_start_date,Global Term Line Item Recurring Billing Start Date,string,text,dealinformation
hs_line_item_global_term_hs_recurring_billing_start_date_enabled,Global Term Line Item Recurring Billing Start Date Enabled,bool,booleancheckbox,dealinformation
hs_line_item_global_term_recurringbillingfrequency,Global Term Line Item Recurring Billing Frequency,string,text,dealinformation
hs_line_item_global_term_recurringbillingfrequency_enabled,Global Term Line Item Recurring Billing Frequency Enabled,bool,booleancheckbox,dealinformation
hs_manual_campaign_ids,Manual campaign ids,number,calculation_rollup,dealinformation
hs_manual_forecast_category,Forecast category,enumeration,select,dealinformation
hs_merged_object_ids,Merged Deal IDs,enumeration,checkbox,dealinformation
hs_mrr,Monthly recurring revenue,number,number,dealinformation
hs_net_pipeline_impact,Net Pipeline Impact,number,number,deal_activity
hs_next_meeting_id,Next Meeting ID,number,number,dealinformation
hs_next_meeting_name,Next Meeting Name,string,text,dealinformation
hs_next_meeting_start_time,Next Meeting Start Time,datetime,date,dealinformation
hs_next_step,Next step,string,textarea,dealinformation
hs_next_step_updated_at,Next Step Updated At,datetime,calculation_equation,dealinformation
hs_notes_last_activity,Last Activity,object_coordinates,text,dealinformation
hs_notes_next_activity,Next Activity,object_coordinates,text,dealinformation
hs_notes_next_activity_type,Next Activity Type,enumeration,select,dealinformation
hs_num_associated_deal_splits,Number of Deal Splits,number,number,deal_activity
hs_num_of_associated_line_items,Number of Associated Line Items,number,number,dealinformation
hs_num_target_accounts,Number of target accounts,number,number,dealinformation
hs_number_of_call_engagements,Number of call engagements,number,calculation_rollup,predictive_deal_score_feature_properties
hs_number_of_inbound_calls,Number of inbound calls,number,calculation_rollup,predictive_deal_score_feature_properties
hs_number_of_outbound_calls,Number of outbound calls,number,calculation_rollup,predictive_deal_score_feature_properties
hs_number_of_overdue_tasks,Number of overdue tasks,number,calculation_rollup,predictive_deal_score_feature_properties
hs_number_of_scheduled_meetings,Number of scheduled meetings,number,calculation_rollup,predictive_deal_score_feature_properties
hs_object_id,Record ID,number,number,dealinformation
hs_object_source,Record creation source,string,text,dealinformation
hs_object_source_detail_1,Record source detail 1,string,text,dealinformation
hs_object_source_detail_2,Record source detail 2,string,text,dealinformation
hs_object_source_detail_3,Record source detail 3,string,text,dealinformation
hs_object_source_id,Record creation source ID,string,text,dealinformation
hs_object_source_label,Record source,enumeration,select,dealinformation
hs_object_source_user_id,Record creation source user ID,number,number,dealinformation
hs_open_amount_in_home_currency,Open amount in home currency,number,calculation_equation,hubspotmetrics
hs_open_deal_create_date,Open deal create date,number,calculation_equation,dealscripted
hs_owning_teams,Owning Teams,enumeration,checkbox,dealinformation
hs_pinned_engagement_id,Pinned Engagement ID,number,number,dealinformation
hs_predicted_amount,The predicted deal amount,number,calculation_equation,dealinformation
hs_predicted_amount_in_home_currency,The predicted deal amount in your company's currency,number,calculation_equation,dealinformation
hs_primary_associated_company,Primary Associated Company,number,calculation_rollup,dealinformation
hs_priority,Priority,enumeration,select,dealinformation
hs_projected_amount,Weighted amount,number,calculation_equation,dealinformation
hs_projected_amount_in_home_currency,Weighted amount in company currency,number,calculation_equation,dealinformation
hs_read_only,Read only object,bool,booleancheckbox,dealinformation
hs_sales_email_last_replied,Recent Sales Email Replied Date,datetime,date,dealinformation
hs_salesforceopportunityid,Salesforce Opportunity ID,string,text,salesforceinformation
hs_shared_team_ids,Shared teams,enumeration,checkbox,dealinformation
hs_shared_user_ids,Shared users,enumeration,checkbox,dealinformation
hs_tag_ids,Deal Tags,enumeration,checkbox,dealinformation
hs_tcv,Total contract value,number,number,dealinformation
hs_time_in_10066294,Time in 'Trial created for testing Higher license Edition (Inbound Sales Pipeline)',number,calculation_read_time,deal_activity
hs_time_in_1014135901,Time in 'Moved to outbound team (Inbound Sales Pipeline)',number,calculation_read_time,deal_activity
hs_time_in_10893988,Time in 'DND-Prospecting / Not Now (Inbound Sales Pipeline)',number,calculation_read_time,deal_activity
hs_time_in_10893989,Time in 'DND-No emails/calls (Inbound Sales Pipeline)',number,calculation_read_time,deal_activity
hs_time_in_11318325,Time in 'Lost-Missing Feature (Inbound Sales Pipeline)',number,calculation_read_time,deal_activity
hs_time_in_11616391,Time in 'All existing partners and partner leads (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11616392,Time in 'Tried contacting- No response (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11616393,Time in 'Got response- Not confirmed (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11616394,Time in 'Interested but not registered yet (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11616395,Time in 'No response after initial contact (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11616396,Time in 'Registered for event (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11616397,Time in 'Declined invite- Not interested (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11617223,Time in 'Agreed to be speaker (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11617224,Time in 'Speaker- Scheduled call for recording (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_11617225,Time in 'No response- Not interested (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_12614771,Time in 'Prospect didn't sign up after demo (Inbound Sales Pipeline)',number,calculation_read_time,deal_activity
hs_time_in_12843682,Time in 'Registered but no response/not reached (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_12843683,Time in 'Registered- Contacted via call/email (Hexnode Partner Summit 21)',number,calculation_read_time,deal_activity
hs_time_in_12c9c4fb_a3eb_4ce6_9a6c_66cc4e49b2fc_1472318860,Time in 'Just Signed Up - Need to Call (Inbound Sales Pipeline)',number,calculation_read_time,deal_activity
hs_time_in_131252330,Time in 'Inactive deals (prior to 2023 Dec) (AR - Payment Due)',number,calculation_read_time,deal_activity
hs_time_in_131462429,Time in 'POP received (Annual Renewals)',number,calculation_read_time,deal_activity
hs_time_in_131462430,Time in 'Renewed- Payment pending (Annual Renewals)',number,calculation_read_time,deal_activity
hs_time_in_136165173,Time in 'Contacted- Maybe (Hexcon Customer follow up Outbound)',number,calculation_read_time,deal_activity
hs_time_in_137621600,Time in 'Details invalid (Hexcon Customer follow up Outbound)',number,calculation_read_time,deal_activity
hs_time_in_137621601,Time in 'No response (Hexcon Customer follow up Outbound)',number,calculation_read_time,deal_activity
hs_time_in_137629079,Time in 'Oppurtunity won  (Outbound Channel Partnership (UK))',number,calculation_read_time,deal_activity
hs_time_in_137629080,Time in 'Lost (Outbound Channel Partnership (UK))',number,calculation_read_time,deal_activity
hs_time_in_14731963,Time in 'Registered (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14731964,Time in 'Tried calling- No Response yet (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14731965,Time in 'Cx Responded (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14731966,Time in 'Sure attendee (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14731967,Time in 'Ready for Video testimonial (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14731968,Time in 'Ready to be Customer Speaker (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14731969,Time in 'Iterations on Customer Speaker (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14732336,Time in 'Ready to be Guest Speaker (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14732337,Time in 'Rejected (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14732338,Time in 'Customer Declined (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14732339,Time in 'No Response- Not likely (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14732340,Time in 'DND (Hexcon 24 - USA Customer)',number,calculation_read_time,deal_activity
hs_time_in_14732350,Time in 'Registered (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732351,Time in 'Tried calling- No Response yet (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732352,Time in 'Lead Responded (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732353,Time in 'Sure Attendee (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732354,Time in 'Ready for Video testimonial (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732355,Time in 'Ready to be Speaker (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732356,Time in 'Iterations on Speaking (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732376,Time in 'Rejected (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732377,Time in 'Reseller Declined (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732378,Time in 'No Response- Not likely (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_14732379,Time in 'DND (Hexcon 21- Reseller)',number,calculation_read_time,deal_activity
hs_time_in_150256805,Time in 'Payment Failed (AR - Payment Due)',number,calculation_read_time,deal_activity
hs_time_in_151053981,Time in 'Contacted Customer- Agreed to renew (AR - Payment Due)',number,calculation_read_time,deal_activity
